video_id,original_id,speed_group,video_path,target_speed
Xq7L2ysxV_U_000055_000065_slow,Xq7L2ysxV_U_000055_000065,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/Xq7L2ysxV_U_000055_000065_slow.mp4,0.5
ClamGMwUegM_000002_000012_fast,ClamGMwUegM_000002_000012,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/ClamGMwUegM_000002_000012_fast.mp4,2.0
ClamGMwUegM_000002_000012_slow,ClamGMwUegM_000002_000012,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/ClamGMwUegM_000002_000012_slow.mp4,0.5
vKjgKN76_h4_000053_000063_fast,vKjgKN76_h4_000053_000063,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/vKjgKN76_h4_000053_000063_fast.mp4,2.0
vKjgKN76_h4_000053_000063_slow,vKjgKN76_h4_000053_000063,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/vKjgKN76_h4_000053_000063_slow.mp4,0.5
gB1UwlVlAcA_000024_000034_fast,gB1UwlVlAcA_000024_000034,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/gB1UwlVlAcA_000024_000034_fast.mp4,2.0
gB1UwlVlAcA_000024_000034_slow,gB1UwlVlAcA_000024_000034,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/gB1UwlVlAcA_000024_000034_slow.mp4,0.5
qd94qxF_nX0_000037_000047_fast,qd94qxF_nX0_000037_000047,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/qd94qxF_nX0_000037_000047_fast.mp4,2.0
qd94qxF_nX0_000037_000047_slow,qd94qxF_nX0_000037_000047,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/qd94qxF_nX0_000037_000047_slow.mp4,0.5
tVB5jD87g4s_000100_000110_fast,tVB5jD87g4s_000100_000110,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/tVB5jD87g4s_000100_000110_fast.mp4,2.0
tVB5jD87g4s_000100_000110_slow,tVB5jD87g4s_000100_000110,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/tVB5jD87g4s_000100_000110_slow.mp4,0.5
9gqpyYvwiio_000002_000012_fast,9gqpyYvwiio_000002_000012,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/9gqpyYvwiio_000002_000012_fast.mp4,2.0
9gqpyYvwiio_000002_000012_slow,9gqpyYvwiio_000002_000012,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/9gqpyYvwiio_000002_000012_slow.mp4,0.5
XqSveCVT1Ko_000018_000028_fast,XqSveCVT1Ko_000018_000028,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/XqSveCVT1Ko_000018_000028_fast.mp4,2.0
XqSveCVT1Ko_000018_000028_slow,XqSveCVT1Ko_000018_000028,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/XqSveCVT1Ko_000018_000028_slow.mp4,0.5
ur5Hfd3R7iM_000133_000143_fast,ur5Hfd3R7iM_000133_000143,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/ur5Hfd3R7iM_000133_000143_fast.mp4,2.0
ur5Hfd3R7iM_000133_000143_slow,ur5Hfd3R7iM_000133_000143,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/ur5Hfd3R7iM_000133_000143_slow.mp4,0.5
XxPINsFUOFs_000014_000024_fast,XxPINsFUOFs_000014_000024,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/XxPINsFUOFs_000014_000024_fast.mp4,2.0
XxPINsFUOFs_000014_000024_slow,XxPINsFUOFs_000014_000024,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/XxPINsFUOFs_000014_000024_slow.mp4,0.5
OlF1BLKsC3E_000059_000069_fast,OlF1BLKsC3E_000059_000069,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/OlF1BLKsC3E_000059_000069_fast.mp4,2.0
OlF1BLKsC3E_000059_000069_slow,OlF1BLKsC3E_000059_000069,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/OlF1BLKsC3E_000059_000069_slow.mp4,0.5
EfQNF30Za_E_000008_000018_fast,EfQNF30Za_E_000008_000018,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/EfQNF30Za_E_000008_000018_fast.mp4,2.0
EfQNF30Za_E_000008_000018_slow,EfQNF30Za_E_000008_000018,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/EfQNF30Za_E_000008_000018_slow.mp4,0.5
ID2uAn3xDrQ_000002_000012_fast,ID2uAn3xDrQ_000002_000012,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/ID2uAn3xDrQ_000002_000012_fast.mp4,2.0
ID2uAn3xDrQ_000002_000012_slow,ID2uAn3xDrQ_000002_000012,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/ID2uAn3xDrQ_000002_000012_slow.mp4,0.5
WAoaX7rXhFQ_000003_000013_fast,WAoaX7rXhFQ_000003_000013,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/WAoaX7rXhFQ_000003_000013_fast.mp4,2.0
WAoaX7rXhFQ_000003_000013_slow,WAoaX7rXhFQ_000003_000013,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/WAoaX7rXhFQ_000003_000013_slow.mp4,0.5
Xdnh7krnMJs_000339_000349_fast,Xdnh7krnMJs_000339_000349,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/Xdnh7krnMJs_000339_000349_fast.mp4,2.0
Xdnh7krnMJs_000339_000349_slow,Xdnh7krnMJs_000339_000349,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/Xdnh7krnMJs_000339_000349_slow.mp4,0.5
X6br-U6ex7g_000007_000017_fast,X6br-U6ex7g_000007_000017,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/X6br-U6ex7g_000007_000017_fast.mp4,2.0
X6br-U6ex7g_000007_000017_slow,X6br-U6ex7g_000007_000017,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/X6br-U6ex7g_000007_000017_slow.mp4,0.5
SYGDjUNLYB8_000170_000180_fast,SYGDjUNLYB8_000170_000180,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/SYGDjUNLYB8_000170_000180_fast.mp4,2.0
SYGDjUNLYB8_000170_000180_slow,SYGDjUNLYB8_000170_000180,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/SYGDjUNLYB8_000170_000180_slow.mp4,0.5
7PKOe3JlqCw_000031_000041_fast,7PKOe3JlqCw_000031_000041,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/7PKOe3JlqCw_000031_000041_fast.mp4,2.0
7PKOe3JlqCw_000031_000041_slow,7PKOe3JlqCw_000031_000041,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/7PKOe3JlqCw_000031_000041_slow.mp4,0.5
aIkVlJvMw00_000299_000309_fast,aIkVlJvMw00_000299_000309,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/aIkVlJvMw00_000299_000309_fast.mp4,2.0
aIkVlJvMw00_000299_000309_slow,aIkVlJvMw00_000299_000309,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/aIkVlJvMw00_000299_000309_slow.mp4,0.5
06zuUMKaa88_000007_000017_fast,06zuUMKaa88_000007_000017,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/06zuUMKaa88_000007_000017_fast.mp4,2.0
06zuUMKaa88_000007_000017_slow,06zuUMKaa88_000007_000017,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/06zuUMKaa88_000007_000017_slow.mp4,0.5
6VMzNLBiVF0_000047_000057_fast,6VMzNLBiVF0_000047_000057,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/6VMzNLBiVF0_000047_000057_fast.mp4,2.0
6VMzNLBiVF0_000047_000057_slow,6VMzNLBiVF0_000047_000057,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/6VMzNLBiVF0_000047_000057_slow.mp4,0.5
Tf8UWEa5zbc_000196_000206_fast,Tf8UWEa5zbc_000196_000206,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/Tf8UWEa5zbc_000196_000206_fast.mp4,2.0
Tf8UWEa5zbc_000196_000206_slow,Tf8UWEa5zbc_000196_000206,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/Tf8UWEa5zbc_000196_000206_slow.mp4,0.5
dpfJTo3nywA_000028_000038_fast,dpfJTo3nywA_000028_000038,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/dpfJTo3nywA_000028_000038_fast.mp4,2.0
dpfJTo3nywA_000028_000038_slow,dpfJTo3nywA_000028_000038,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/dpfJTo3nywA_000028_000038_slow.mp4,0.5
bp3tvU5mw-s_000003_000013_fast,bp3tvU5mw-s_000003_000013,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/bp3tvU5mw-s_000003_000013_fast.mp4,2.0
bp3tvU5mw-s_000003_000013_slow,bp3tvU5mw-s_000003_000013,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/bp3tvU5mw-s_000003_000013_slow.mp4,0.5
t9kVYlmuP8U_000001_000011_fast,t9kVYlmuP8U_000001_000011,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/t9kVYlmuP8U_000001_000011_fast.mp4,2.0
t9kVYlmuP8U_000001_000011_slow,t9kVYlmuP8U_000001_000011,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/t9kVYlmuP8U_000001_000011_slow.mp4,0.5
kHYg6HUvRGk_000001_000011_fast,kHYg6HUvRGk_000001_000011,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/kHYg6HUvRGk_000001_000011_fast.mp4,2.0
kHYg6HUvRGk_000001_000011_slow,kHYg6HUvRGk_000001_000011,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/kHYg6HUvRGk_000001_000011_slow.mp4,0.5
iNODSD0HOoE_000000_000010_fast,iNODSD0HOoE_000000_000010,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/iNODSD0HOoE_000000_000010_fast.mp4,2.0
iNODSD0HOoE_000000_000010_slow,iNODSD0HOoE_000000_000010,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/iNODSD0HOoE_000000_000010_slow.mp4,0.5
4VV5L7lhOjE_000017_000027_fast,4VV5L7lhOjE_000017_000027,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/4VV5L7lhOjE_000017_000027_fast.mp4,2.0
4VV5L7lhOjE_000017_000027_slow,4VV5L7lhOjE_000017_000027,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/4VV5L7lhOjE_000017_000027_slow.mp4,0.5
9fygsDgFWJE_000001_000011_fast,9fygsDgFWJE_000001_000011,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/9fygsDgFWJE_000001_000011_fast.mp4,2.0
9fygsDgFWJE_000001_000011_slow,9fygsDgFWJE_000001_000011,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/9fygsDgFWJE_000001_000011_slow.mp4,0.5
LIfu5LTuYak_000022_000032_fast,LIfu5LTuYak_000022_000032,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/LIfu5LTuYak_000022_000032_fast.mp4,2.0
LIfu5LTuYak_000022_000032_slow,LIfu5LTuYak_000022_000032,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/LIfu5LTuYak_000022_000032_slow.mp4,0.5
l6yiQOutQmQ_000662_000672_fast,l6yiQOutQmQ_000662_000672,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/l6yiQOutQmQ_000662_000672_fast.mp4,2.0
l6yiQOutQmQ_000662_000672_slow,l6yiQOutQmQ_000662_000672,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/l6yiQOutQmQ_000662_000672_slow.mp4,0.5
dWlTf1IGmJk_000012_000022_fast,dWlTf1IGmJk_000012_000022,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/dWlTf1IGmJk_000012_000022_fast.mp4,2.0
dWlTf1IGmJk_000012_000022_slow,dWlTf1IGmJk_000012_000022,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/dWlTf1IGmJk_000012_000022_slow.mp4,0.5
sAxiwj2TLuI_000014_000024_fast,sAxiwj2TLuI_000014_000024,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/sAxiwj2TLuI_000014_000024_fast.mp4,2.0
sAxiwj2TLuI_000014_000024_slow,sAxiwj2TLuI_000014_000024,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/sAxiwj2TLuI_000014_000024_slow.mp4,0.5
P_L4Tuvc3l0_000084_000094_fast,P_L4Tuvc3l0_000084_000094,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/P_L4Tuvc3l0_000084_000094_fast.mp4,2.0
P_L4Tuvc3l0_000084_000094_slow,P_L4Tuvc3l0_000084_000094,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/P_L4Tuvc3l0_000084_000094_slow.mp4,0.5
DiSP2oDGQ1Q_000014_000024_fast,DiSP2oDGQ1Q_000014_000024,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/DiSP2oDGQ1Q_000014_000024_fast.mp4,2.0
DiSP2oDGQ1Q_000014_000024_slow,DiSP2oDGQ1Q_000014_000024,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/DiSP2oDGQ1Q_000014_000024_slow.mp4,0.5
MyujOuytPWE_000003_000013_fast,MyujOuytPWE_000003_000013,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/MyujOuytPWE_000003_000013_fast.mp4,2.0
MyujOuytPWE_000003_000013_slow,MyujOuytPWE_000003_000013,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/MyujOuytPWE_000003_000013_slow.mp4,0.5
MOBC2AAtq8w_000000_000010_fast,MOBC2AAtq8w_000000_000010,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/MOBC2AAtq8w_000000_000010_fast.mp4,2.0
MOBC2AAtq8w_000000_000010_slow,MOBC2AAtq8w_000000_000010,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/MOBC2AAtq8w_000000_000010_slow.mp4,0.5
hrXPvtDU_VQ_000137_000147_fast,hrXPvtDU_VQ_000137_000147,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/hrXPvtDU_VQ_000137_000147_fast.mp4,2.0
hrXPvtDU_VQ_000137_000147_slow,hrXPvtDU_VQ_000137_000147,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/hrXPvtDU_VQ_000137_000147_slow.mp4,0.5
03kVLyOhRw4_000005_000015_fast,03kVLyOhRw4_000005_000015,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/03kVLyOhRw4_000005_000015_fast.mp4,2.0
03kVLyOhRw4_000005_000015_slow,03kVLyOhRw4_000005_000015,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/03kVLyOhRw4_000005_000015_slow.mp4,0.5
Q7lLf2LTNT8_000124_000134_fast,Q7lLf2LTNT8_000124_000134,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/Q7lLf2LTNT8_000124_000134_fast.mp4,2.0
Q7lLf2LTNT8_000124_000134_slow,Q7lLf2LTNT8_000124_000134,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/Q7lLf2LTNT8_000124_000134_slow.mp4,0.5
6VplJPoAJPk_000012_000022_fast,6VplJPoAJPk_000012_000022,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/6VplJPoAJPk_000012_000022_fast.mp4,2.0
6VplJPoAJPk_000012_000022_slow,6VplJPoAJPk_000012_000022,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/6VplJPoAJPk_000012_000022_slow.mp4,0.5
9qincgvSOU0_000000_000010_fast,9qincgvSOU0_000000_000010,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/9qincgvSOU0_000000_000010_fast.mp4,2.0
9qincgvSOU0_000000_000010_slow,9qincgvSOU0_000000_000010,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/9qincgvSOU0_000000_000010_slow.mp4,0.5
_o-nriPJtcM_000046_000056_fast,_o-nriPJtcM_000046_000056,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/_o-nriPJtcM_000046_000056_fast.mp4,2.0
_o-nriPJtcM_000046_000056_slow,_o-nriPJtcM_000046_000056,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/_o-nriPJtcM_000046_000056_slow.mp4,0.5
r8bZcy0V-A8_000402_000412_fast,r8bZcy0V-A8_000402_000412,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/r8bZcy0V-A8_000402_000412_fast.mp4,2.0
r8bZcy0V-A8_000402_000412_slow,r8bZcy0V-A8_000402_000412,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/r8bZcy0V-A8_000402_000412_slow.mp4,0.5
TZ742md0dsQ_000023_000033_fast,TZ742md0dsQ_000023_000033,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/TZ742md0dsQ_000023_000033_fast.mp4,2.0
TZ742md0dsQ_000023_000033_slow,TZ742md0dsQ_000023_000033,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/TZ742md0dsQ_000023_000033_slow.mp4,0.5
x6aMNWIDK7A_000000_000010_fast,x6aMNWIDK7A_000000_000010,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/x6aMNWIDK7A_000000_000010_fast.mp4,2.0
x6aMNWIDK7A_000000_000010_slow,x6aMNWIDK7A_000000_000010,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/x6aMNWIDK7A_000000_000010_slow.mp4,0.5
zssFoJxQfKM_000022_000032_fast,zssFoJxQfKM_000022_000032,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/zssFoJxQfKM_000022_000032_fast.mp4,2.0
zssFoJxQfKM_000022_000032_slow,zssFoJxQfKM_000022_000032,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/zssFoJxQfKM_000022_000032_slow.mp4,0.5
mc_4qTfYtvw_000156_000166_fast,mc_4qTfYtvw_000156_000166,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/mc_4qTfYtvw_000156_000166_fast.mp4,2.0
mc_4qTfYtvw_000156_000166_slow,mc_4qTfYtvw_000156_000166,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/mc_4qTfYtvw_000156_000166_slow.mp4,0.5
03KH2wOyiVw_000026_000036_fast,03KH2wOyiVw_000026_000036,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/03KH2wOyiVw_000026_000036_fast.mp4,2.0
03KH2wOyiVw_000026_000036_slow,03KH2wOyiVw_000026_000036,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/03KH2wOyiVw_000026_000036_slow.mp4,0.5
9vmb7OBcGCA_000000_000010_fast,9vmb7OBcGCA_000000_000010,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/9vmb7OBcGCA_000000_000010_fast.mp4,2.0
9vmb7OBcGCA_000000_000010_slow,9vmb7OBcGCA_000000_000010,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/9vmb7OBcGCA_000000_000010_slow.mp4,0.5
Ao3M2TPI3sQ_000294_000304_fast,Ao3M2TPI3sQ_000294_000304,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/Ao3M2TPI3sQ_000294_000304_fast.mp4,2.0
Ao3M2TPI3sQ_000294_000304_slow,Ao3M2TPI3sQ_000294_000304,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/Ao3M2TPI3sQ_000294_000304_slow.mp4,0.5
vdPUN0P8zLY_000071_000081_fast,vdPUN0P8zLY_000071_000081,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/vdPUN0P8zLY_000071_000081_fast.mp4,2.0
vdPUN0P8zLY_000071_000081_slow,vdPUN0P8zLY_000071_000081,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/vdPUN0P8zLY_000071_000081_slow.mp4,0.5
mjG061TUe2E_000118_000128_fast,mjG061TUe2E_000118_000128,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/mjG061TUe2E_000118_000128_fast.mp4,2.0
mjG061TUe2E_000118_000128_slow,mjG061TUe2E_000118_000128,slow,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/slow/mjG061TUe2E_000118_000128_slow.mp4,0.5
sJyZ8Xj0GaY_000006_000016_fast,sJyZ8Xj0GaY_000006_000016,fast,/home/luis.izaguirre/video_features_proy/VideoPrediction/experiments/videos/counterfactuals/k400/fast/sJyZ8Xj0GaY_000006_000016_fast.mp4,2.0
