video_id,target_speed,actual_speed,speed_std,num_frames,video_path
ball_026,13.0,1.3534947385963274,0.046720474735740744,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_026.mp4
ball_027,13.5,1.4012414725882403,0.04494380918531504,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_027.mp4
ball_028,14.0,1.4491106324811924,0.043265320585575556,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_028.mp4
ball_029,14.5,1.4970903532047195,0.04167624419906139,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_029.mp4
ball_030,15.0,1.5451701411628274,0.04016875017291198,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_030.mp4
ball_031,15.5,1.5933406864107171,0.038735828911501714,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_031.mp4
ball_032,16.0,1.6415937041519317,0.037371191872516855,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_032.mp4
ball_033,16.5,1.6899218004757175,0.036069185633196235,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_033.mp4
ball_034,17.0,1.7383183582124688,0.034824717362561035,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_034.mp4
ball_035,17.5,1.7867774395494922,0.03363319009490992,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_035.mp4
ball_036,18.0,1.8352937026614509,0.03249044642846879,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_036.mp4
ball_037,18.5,1.88386233010189,0.03139271947206461,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_037.mp4
ball_038,19.0,1.9324789670992943,0.030336590034419398,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_038.mp4
ball_039,19.5,1.9811396682226512,0.029318949198032327,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_039.mp4
ball_040,20.0,2.029840851142871,0.0283369655456045,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_040.mp4
ball_041,20.5,2.078579256429598,0.027388056414439133,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_041.mp4
ball_042,21.0,2.127351912497504,0.026469862645840083,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_042.mp4
ball_043,21.5,2.176156104959499,0.02558022637457989,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_043.mp4
ball_044,22.0,2.224989349762505,0.02471717147010437,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_044.mp4
ball_045,22.5,2.273849369579141,0.023878886298051634,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_045.mp4
ball_046,23.0,2.3227340730097663,0.023063708519483448,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_046.mp4
ball_047,23.5,2.371641536216812,0.022270111687286088,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_047.mp4
ball_048,24.0,2.4205699866696717,0.021496693435665442,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_048.mp4
ball_049,24.5,2.469517788725609,0.020742165090583596,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_049.mp4
ball_050,25.0,2.5184834308117567,0.020005342557259206,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_050.mp4
ball_051,25.5,2.567465514006673,0.01928513836631758,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_051.mp4
ball_052,26.0,2.6164627418480926,0.01858055478362366,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_052.mp4
ball_053,26.5,2.6654739112173944,0.01789067791102119,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_053.mp4
ball_054,27.0,2.7144979041715955,0.017214672726937566,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_054.mp4
ball_055,27.5,2.763533680610908,0.016551779037970744,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_055.mp4
ball_056,28.0,2.8125802716846646,0.01590130833613186,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_056.mp4
ball_057,28.5,2.8616367738510093,0.01526264158261113,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_057.mp4
ball_058,29.0,2.9107023435165367,0.01463522796921522,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_058.mp4
ball_059,29.5,2.9597761921914176,0.014018584745013815,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_059.mp4
ball_060,30.0,3.008857582103485,0.01341229824067743,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_060.mp4
ball_061,30.5,3.057945822221728,0.012816026279973306,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_061.mp4
ball_062,31.0,3.1070402646455904,0.012229502241456504,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_062.mp4
ball_063,31.5,3.15614030132166,0.01165254112971684,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_063.mp4
ball_064,32.0,3.2052453610538834,0.011085048143002615,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_064.mp4
ball_065,32.5,3.2543549067773077,0.010527030393722301,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_065.mp4
ball_066,33.0,3.303468433068816,0.00997861266486568,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_066.mp4
ball_067,33.5,3.3525854638713195,0.009440058387192717,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_067.mp4
ball_068,34.0,3.401705550410455,0.00891179742070512,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_068.mp4
ball_069,34.5,3.4508282692851777,0.008394462740927774,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_069.mp4
ball_070,35.0,3.4999532207156228,0.007888938777164432,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_070.mp4
ball_071,35.5,3.549080026933437,0.007396424903242746,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_071.mp4
ball_072,36.0,3.598208330701269,0.006918518328670975,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_072.mp4
ball_073,36.5,3.6473377939496023,0.006457321061354336,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_073.mp4
ball_074,37.0,3.696468096520227,0.006015574958176385,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_074.mp4
ball_075,37.5,3.7455989350068184,0.005596825548704353,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_075.mp4
ball_076,38.0,3.7947300216840105,0.0052056062654529086,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_076.mp4
ball_077,38.5,3.843861083517215,0.004847614963177413,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_077.mp4
ball_078,39.0,3.892991861246206,0.004529818211468963,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_078.mp4
ball_079,39.5,3.942122108536167,0.004260364814545099,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_079.mp4
ball_080,40.0,3.9912515911904967,0.004048138340942083,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_080.mp4
ball_081,40.5,4.040380086420221,0.0039017926687280775,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_081.mp4
ball_082,41.0,4.089507382165329,0.0038282921755375594,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_082.mp4
ball_083,41.5,4.138633276463807,0.003831336940113352,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_083.mp4
ball_084,42.0,4.187757576864507,0.003910358465235331,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_084.mp4
ball_085,42.5,4.2368800998803575,0.004060633893183981,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_085.mp4
ball_086,43.0,4.286000670478741,0.0042744557242018165,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_086.mp4
ball_087,43.5,4.335119121606103,0.004542739768485627,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_087.mp4
ball_088,44.0,4.3842352937441875,0.004856415591998465,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_088.mp4
ball_089,44.5,4.433349034495452,0.0052072896790002895,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_089.mp4
ball_090,45.0,4.48246019819547,0.005588408503935491,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_090.mp4
ball_091,45.5,4.5315686455502915,0.005994091647205238,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_091.mp4
ball_092,46.0,4.5806742432969045,0.006419799988010017,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_092.mp4
ball_093,46.5,4.629776863885147,0.00686194782938905,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_093.mp4
ball_094,47.0,4.67887638517944,0.0073177157179211225,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_094.mp4
ball_095,47.5,4.727972690178985,0.00778488733386014,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_095.mp4
ball_096,48.0,4.777065666755067,0.008261716332890485,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_096.mp4
ball_097,48.5,4.82615520740428,0.008746821304628416,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_097.mp4
ball_098,49.0,4.875241209016568,0.009239104375558633,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_098.mp4
ball_099,49.5,4.924323572657013,0.00973768865488932,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_099.mp4
ball_100,50.0,4.973402203360511,0.010241870281248405,16,/home/avillegas/projects/VideoPrediction/speed_experiments/videos/training/ball_100.mp4
