video_path,num_frames,original_label,class_id,speed_label
k400/clJc6j_omBU_000004_000014.mp4,300,finger snapping,54,1
k400/WEdVOpOsXz0_000063_000073.mp4,300,disc golfing,29,1
k400/KoaXqJ2A1Gw_000037_000047.mp4,300,petting animal (not cat),11,1
k400/DobQIr25XMc_000140_000150.mp4,250,sharpening pencil,371,0
k400/tkv9hTAJFeg_000003_000013.mp4,168,waxing legs,129,0
k400/m6RF5r3I8dA_000033_000043.mp4,300,sharpening pencil,371,0
k400/TIuH8pYN-0s_000163_000173.mp4,300,golf driving,311,0
k400/Prf1lu4ITXw_000002_000012.mp4,300,golf driving,311,0
k400/a-NgFE9Lr5E_000103_000113.mp4,300,walking the dog,46,1
k400/_cHyoOCs8iQ_000070_000080.mp4,300,tossing salad,132,1
k400/lytiW8aunxY_000710_000720.mp4,250,disc golfing,29,1
k400/4gkVOuf9tho_000036_000046.mp4,300,water skiing,123,0
k400/FWx9d8nPnJY_000003_000013.mp4,300,petting animal (not cat),11,1
k400/qAl4lWHJHPE_000007_000017.mp4,250,reading book,248,0
k400/T0_J3kSUNbk_000768_000778.mp4,300,walking the dog,46,1
k400/GY50tHf8H3Q_000105_000115.mp4,300,petting animal (not cat),11,1
k400/t-Sr9ffmALg_000004_000014.mp4,300,tossing salad,132,1
k400/z_EV7XqWmew_000014_000024.mp4,150,baby waking up,249,0
k400/rV-v03itrdQ_000014_000024.mp4,300,water skiing,123,0
k400/XWmzMEu6XEc_000018_000028.mp4,298,cutting nails,219,0
k400/CcVJcZ4Nnak_000006_000016.mp4,300,baby waking up,249,0
k400/RQsiUIneI-I_000024_000034.mp4,300,baby waking up,249,0
k400/zw7ySdKK1gU_000064_000074.mp4,300,playing ukulele,37,0
k400/f_KuNcFykFc_000092_000102.mp4,300,playing bagpipes,290,0
k400/BzRbZis9ZsA_000001_000011.mp4,300,juggling balls,262,0
k400/yArpJ36B3Co_000049_000059.mp4,300,reading book,248,0
k400/5eq5q4jbNpA_000005_000015.mp4,250,baby waking up,249,0
k400/1Wl_4v5UmDE_000016_000026.mp4,278,juggling balls,262,0
k400/yYYsIQdSWMg_000047_000057.mp4,300,tossing salad,132,1
k400/aTM1csU_yTQ_000059_000069.mp4,300,hugging baby,222,1
k400/mNH629FJ_g0_000038_000048.mp4,300,sharpening pencil,371,0
k400/A52IDlIsMMo_000058_000068.mp4,300,finger snapping,54,1
k400/M3j2M00VskE_000006_000016.mp4,238,petting animal (not cat),11,1
k400/AKEmErmt_GQ_000027_000037.mp4,300,whistling,267,1
k400/rBXnn3uDj5I_000045_000055.mp4,240,cutting nails,219,0
k400/wT0KvdmXSrk_000036_000046.mp4,250,sharpening pencil,371,0
k400/qlNMcN0vrXM_000089_000099.mp4,300,finger snapping,54,1
k400/Wyo7vSSiNKE_000124_000134.mp4,300,disc golfing,29,1
k400/-cMG2QyN-mE_000047_000057.mp4,300,zumba,331,0
k400/nhhwEEEMnOQ_000140_000150.mp4,300,disc golfing,29,1
k400/I2OvykaHy8Q_000006_000016.mp4,300,cutting nails,219,0
k400/pXbB4cK3CJ4_000128_000138.mp4,300,baby waking up,249,0
k400/Cj-BGLVHw4g_000062_000072.mp4,250,golf driving,311,0
k400/kEmnHz19d_0_000075_000085.mp4,250,hugging baby,222,1
k400/3C4OGrKPpUk_000088_000098.mp4,299,sharpening pencil,371,0
k400/f4aT6r953yM_000019_000029.mp4,300,wrapping present,300,1
k400/LNBOnvyDZj4_000040_000050.mp4,290,reading book,248,0
k400/unVvmmsTlO0_000000_000010.mp4,300,playing bagpipes,290,0
k400/-2C-yeMmge0_000003_000013.mp4,300,waxing back,295,1
k400/HpP_7yMnD54_000021_000031.mp4,300,petting animal (not cat),11,1
k400/WjQBqPwDAjU_000001_000011.mp4,300,reading book,248,0
k400/8jtJmMQBAIw_000012_000022.mp4,288,walking the dog,46,1
k400/nL7NBYU-G6U_000082_000092.mp4,150,throwing axe,155,1
k400/66s-z4goaqg_000251_000261.mp4,300,petting animal (not cat),11,1
k400/J2Tx-5WOf7g_000159_000169.mp4,250,parkour,299,1
k400/pibG2NjwKfA_000100_000110.mp4,137,juggling balls,262,0
k400/W1p2zz_7E3o_000000_000010.mp4,100,playing bagpipes,290,0
k400/6s-SH6d7K34_000111_000121.mp4,275,dunking basketball,28,1
k400/HyThLeZVMy8_000004_000014.mp4,300,walking the dog,46,1
k400/pzVGYWdzHnM_000028_000038.mp4,300,tossing salad,132,1
k400/JkgsEpa-2bY_000050_000060.mp4,300,wrapping present,300,1
k400/eLwpP1vIAo4_000055_000065.mp4,240,sharpening pencil,371,0
k400/M3BP0otXv8I_000161_000171.mp4,300,wrapping present,300,1
k400/kXJ8xHHxTn8_000035_000045.mp4,150,playing ukulele,37,0
k400/XNYvNRBgcFo_000001_000011.mp4,300,whistling,267,1
k400/RvtbJHFxK2Q_000007_000017.mp4,240,finger snapping,54,1
k400/-Wx7UjNi3uU_000010_000020.mp4,300,cutting nails,219,0
k400/LdblxQmggkQ_000000_000010.mp4,300,playing bass guitar,319,0
k400/_5dyLrtc5fQ_000006_000016.mp4,300,parkour,299,1
k400/J6-0077QM7c_000008_000018.mp4,300,waxing back,295,1
k400/vdPUN0P8zLY_000071_000081.mp4,300,hurling (sport),22,1
k400/eSIH7_hiFPo_000004_000014.mp4,191,whistling,267,1
k400/6SdKSgcAZg8_000279_000289.mp4,300,dunking basketball,28,1
k400/1En6j7p8QxE_000004_000014.mp4,240,tossing salad,132,1
k400/Zx68WCt8qHY_000001_000011.mp4,200,playing bass guitar,319,0
k400/xosZJ5uRCbs_001298_001308.mp4,300,playing bagpipes,290,0
k400/g-iFpzUECrg_000102_000112.mp4,240,finger snapping,54,1
k400/-3otOHOo7kY_000146_000156.mp4,300,disc golfing,29,1
k400/AzLMpbfDa8E_000043_000053.mp4,300,hurling (sport),22,1
k400/qXiANer0jyo_000072_000082.mp4,280,baby waking up,249,0
k400/Mhf7t8lA57I_000138_000148.mp4,300,whistling,267,1
k400/SGB6yf9UApM_000558_000568.mp4,300,disc golfing,29,1
k400/8w6KeCEkzWo_000218_000228.mp4,300,petting animal (not cat),11,1
k400/62joIFmFImo_000127_000137.mp4,300,finger snapping,54,1
k400/WZAx3H5cphk_000007_000017.mp4,300,waxing legs,129,0
k400/DluFbc0UkB0_000076_000086.mp4,300,wrapping present,300,1
k400/K9mva9RwBh8_000060_000070.mp4,300,water skiing,123,0
k400/Q2KSOu4g2DY_000095_000105.mp4,300,baby waking up,249,0
k400/JR6NVjBoiKg_000049_000059.mp4,250,sharpening pencil,371,0
k400/9HihPamrHGY_000017_000027.mp4,300,wrapping present,300,1
k400/wFoU5hhdx-s_000022_000032.mp4,100,water skiing,123,0
k400/tr9lso-hVlE_000004_000014.mp4,250,wrapping present,300,1
k400/h6yuWQDalVM_000009_000019.mp4,300,whistling,267,1
k400/XxPINsFUOFs_000014_000024.mp4,300,whistling,267,1
k400/RDsLaL_OnBA_000198_000208.mp4,300,sharpening pencil,371,0
k400/2NM6p6Cgq20_000032_000042.mp4,237,whistling,267,1
k400/4S1k0vHoTw4_000248_000258.mp4,200,playing ukulele,37,0
k400/5f8UlTkZc54_000698_000708.mp4,300,tossing salad,132,1
k400/IToWgyodWww_000069_000079.mp4,300,hurling (sport),22,1
k400/-SWFnl5p1Xc_000125_000135.mp4,300,dunking basketball,28,1
k400/iJ9O_CjO3t8_000058_000068.mp4,300,waxing back,295,1
k400/fDWTE4CyYZ8_000143_000153.mp4,300,baby waking up,249,0
k400/-yBv6i44XAE_000032_000042.mp4,300,juggling balls,262,0
k400/brRVuxwRPWs_000267_000277.mp4,240,petting animal (not cat),11,1
k400/9gSr3kgxsdk_000204_000214.mp4,145,wrapping present,300,1
k400/IK2pqrFCgXA_000001_000011.mp4,253,baby waking up,249,0
k400/m7aSsFMfjMg_000007_000017.mp4,300,zumba,331,0
k400/u3t1LyjsakQ_000012_000022.mp4,300,dunking basketball,28,1
k400/ex1DGV4qCXs_000000_000010.mp4,243,golf driving,311,0
k400/GU5SV08xxVU_000330_000340.mp4,300,golf driving,311,0
k400/kde4PZ7aMSM_000080_000090.mp4,300,zumba,331,0
k400/OpzftHaatzI_000246_000256.mp4,250,walking the dog,46,1
k400/tx1UQx2h0Z8_000018_000028.mp4,300,walking the dog,46,1
k400/awVQmg9TtrY_000001_000011.mp4,240,waxing back,295,1
k400/xg3LER6hB78_000036_000046.mp4,300,petting animal (not cat),11,1
k400/gOxEEuOVXEw_000091_000101.mp4,300,walking the dog,46,1
k400/MDGdM7pnKKI_000101_000111.mp4,300,hurling (sport),22,1
k400/ZLQkCemE_Xs_000318_000328.mp4,300,dunking basketball,28,1
k400/iE1c5S_c5wY_000013_000023.mp4,300,sharpening pencil,371,0
k400/mngRWrgzMZ4_000037_000047.mp4,300,finger snapping,54,1
k400/yRDb16BIjBg_000048_000058.mp4,300,golf driving,311,0
k400/TEHuFWeGLWY_000116_000126.mp4,300,waxing back,295,1
k400/r86Apmb54ZU_000003_000013.mp4,300,water skiing,123,0
k400/83fKBFnd4Z0_000001_000011.mp4,300,finger snapping,54,1
k400/M1qQE9wii-A_000156_000166.mp4,300,disc golfing,29,1
k400/ZyvONwcYFtw_000000_000010.mp4,300,reading book,248,0
k400/imZe2O4gdCw_000001_000011.mp4,240,juggling balls,262,0
k400/Qch4hbEobMU_000001_000011.mp4,240,sharpening pencil,371,0
k400/0N8szFGAmMw_000412_000422.mp4,300,walking the dog,46,1
k400/QzTjbjRdBBg_000005_000015.mp4,300,zumba,331,0
k400/eQZ5i5r4SqI_000078_000088.mp4,300,wrapping present,300,1
k400/2oUuh9ouVZw_000043_000053.mp4,300,water skiing,123,0
k400/6kLO27G-7DA_000036_000046.mp4,300,reading book,248,0
k400/DF9HG1w5nZA_000058_000068.mp4,300,parkour,299,1
k400/ce6aUvCKpbU_000000_000010.mp4,150,playing bass guitar,319,0
k400/mUrux4T0JYw_000320_000330.mp4,250,waxing back,295,1
k400/kVAz43lk8p8_000102_000112.mp4,162,hugging baby,222,1
k400/6j9BYhLmFvg_000000_000010.mp4,172,playing bass guitar,319,0
k400/IMroMNXrvrE_000000_000010.mp4,150,zumba,331,0
k400/Hwuul-R9x_g_000067_000077.mp4,212,playing ukulele,37,0
k400/9rudQQiIWac_000022_000032.mp4,300,baby waking up,249,0
k400/8z56an4R01k_000015_000025.mp4,300,hurling (sport),22,1
k400/VI5-zmzE9lA_000004_000014.mp4,299,juggling balls,262,0
k400/CYug9qeIx20_000020_000030.mp4,300,waxing back,295,1
k400/q-FubIQSMHw_000047_000057.mp4,300,tossing salad,132,1
k400/41L6aYvDYHk_000023_000033.mp4,250,reading book,248,0
k400/9TNy81McFvA_000000_000010.mp4,265,playing bagpipes,290,0
k400/OQOQH_Qgitg_000009_000019.mp4,300,parkour,299,1
k400/3F2j2aEiIFM_000045_000055.mp4,297,waxing back,295,1
k400/FrhFmC3Q60A_000002_000012.mp4,200,throwing axe,155,1
k400/ww44SX2UW5A_000000_000010.mp4,78,playing bass guitar,319,0
k400/vxWL1zLIGUg_000010_000020.mp4,150,hurling (sport),22,1
k400/JyMgiFCvCVI_000033_000043.mp4,300,wrapping present,300,1
k400/ruIj-2g2uIM_000050_000060.mp4,300,waxing back,295,1
k400/WRKPOnQZ5Mo_000010_000020.mp4,300,hurling (sport),22,1
k400/ZlI5PaXsfOk_000591_000601.mp4,300,playing bagpipes,290,0
k400/ngmWeyw8lG8_000027_000037.mp4,300,playing bass guitar,319,0
k400/caMDEirW4Cc_000002_000012.mp4,260,baby waking up,249,0
k400/x0J0c8qcL1A_000000_000010.mp4,300,reading book,248,0
k400/vE6Cnt7XJrg_000026_000036.mp4,300,baby waking up,249,0
k400/xzXJJIni2hQ_000238_000248.mp4,300,golf driving,311,0
k400/ZjnSzX64QtA_000577_000587.mp4,300,waxing back,295,1
k400/ZNqxQXrYcD4_000000_000010.mp4,250,disc golfing,29,1
k400/QYUfBbqtnjI_000035_000045.mp4,295,finger snapping,54,1
k400/KcCx9QPDZ4Q_000015_000025.mp4,275,petting animal (not cat),11,1
k400/dg2Ngxup1sU_000029_000039.mp4,300,playing bass guitar,319,0
k400/OQCeS0sLkbo_000001_000011.mp4,300,juggling balls,262,0
k400/QJSwBNxKYqg_000120_000130.mp4,300,water skiing,123,0
k400/TH_nhpJcFfY_000017_000027.mp4,300,hurling (sport),22,1
k400/--gEBElruic_000067_000077.mp4,300,dunking basketball,28,1
k400/rm8ir9fmwPs_000089_000099.mp4,300,disc golfing,29,1
k400/aNN4j-njBes_000009_000019.mp4,300,waxing legs,129,0
k400/rgQINDw91kA_000239_000249.mp4,300,petting animal (not cat),11,1
k400/NOhVk13afn4_000008_000018.mp4,300,juggling balls,262,0
k400/bm0nyvbKa-U_000147_000157.mp4,300,zumba,331,0
k400/-isSe2P8T-4_000100_000110.mp4,300,waxing back,295,1
k400/qxtkjzhD3RU_000034_000044.mp4,240,waxing back,295,1
k400/iyVY7ChFtmk_000001_000011.mp4,240,juggling balls,262,0
k400/qlucHuYtWlo_000050_000060.mp4,300,hurling (sport),22,1
k400/tNr-tFCmC7o_000138_000148.mp4,300,walking the dog,46,1
k400/M7-e1pEnoKI_000101_000111.mp4,300,dunking basketball,28,1
k400/oltwUQQ6OlA_000079_000089.mp4,300,cutting nails,219,0
k400/QOjLyBwJ3WI_000144_000154.mp4,300,baby waking up,249,0
k400/rySwGneEIXc_000533_000543.mp4,250,golf driving,311,0
k400/K0WTp63GLK0_000040_000050.mp4,300,hurling (sport),22,1
k400/aouuZy6APY4_000091_000101.mp4,147,baby waking up,249,0
k400/XgUZdOjWKpI_000015_000025.mp4,300,sharpening pencil,371,0
k400/IyR-_sGt0uw_000058_000068.mp4,300,parkour,299,1
k400/HB8sRMIKU9k_000004_000014.mp4,300,water skiing,123,0
k400/SfNDt73AdE0_000024_000034.mp4,96,cutting nails,219,0
k400/5lmmjOhih3U_000046_000056.mp4,240,sharpening pencil,371,0
k400/M8ozMH38TQA_000440_000450.mp4,300,petting animal (not cat),11,1
k400/OlpKJhzzm5g_000142_000152.mp4,300,parkour,299,1
k400/W9LR5Z9C33E_000104_000114.mp4,250,finger snapping,54,1
k400/5G-5aOnyDwo_000016_000026.mp4,300,playing ukulele,37,0
k400/mgH-po4ZbsI_000195_000205.mp4,250,sharpening pencil,371,0
k400/hZSbT-C8Ueo_000015_000025.mp4,275,wrapping present,300,1
k400/x0jhTtDU-k4_000008_000018.mp4,222,throwing axe,155,1
k400/fYfwW14LpQQ_000027_000037.mp4,250,finger snapping,54,1
k400/UKGlSfJTn3U_000040_000050.mp4,300,dunking basketball,28,1
k400/pHT6uU1-7FY_000003_000013.mp4,279,playing bass guitar,319,0
k400/G1tvQndOiB8_000058_000068.mp4,300,playing bagpipes,290,0
k400/n0O2afbK6hA_000026_000036.mp4,300,finger snapping,54,1
k400/igeASMnY4II_000018_000028.mp4,300,golf driving,311,0
k400/rpj1F6w7sQ4_000001_000011.mp4,138,throwing axe,155,1
k400/glAQS4T9AYY_000048_000058.mp4,297,water skiing,123,0
k400/4O670A1-FiA_000103_000113.mp4,300,whistling,267,1
k400/sH02kqv0160_000107_000117.mp4,250,water skiing,123,0
k400/ZOm6XXkmq4U_000158_000168.mp4,300,finger snapping,54,1
k400/IZmQ1ndVmyc_000004_000014.mp4,300,water skiing,123,0
k400/WP63Jg8CDdg_000017_000027.mp4,250,water skiing,123,0
k400/zf3deviWMWE_000022_000032.mp4,300,parkour,299,1
k400/e12UgfLfItU_000004_000014.mp4,192,water skiing,123,0
k400/dSF2i1OQtMc_000087_000097.mp4,300,golf driving,311,0
k400/06HBsMpx9SM_000012_000022.mp4,300,petting animal (not cat),11,1
k400/eSfP47VuSaQ_000023_000033.mp4,300,playing bagpipes,290,0
k400/mCJl0fJF7ic_000122_000132.mp4,300,walking the dog,46,1
k400/bWeyTDutG2U_000159_000169.mp4,300,disc golfing,29,1
k400/YLJaiKWGQys_000139_000149.mp4,300,finger snapping,54,1
k400/nenz_2mnic0_000169_000179.mp4,250,petting animal (not cat),11,1
k400/2DfK16gO5mc_000019_000029.mp4,300,walking the dog,46,1
k400/217DuSmGjWU_000018_000028.mp4,300,petting animal (not cat),11,1
k400/tVmk6ok_h14_000216_000226.mp4,300,hugging baby,222,1
k400/nm5-qRIMiLU_000044_000054.mp4,300,waxing back,295,1
k400/sFobl5_CbJk_000004_000014.mp4,239,water skiing,123,0
k400/5dFAjoXajs4_000004_000014.mp4,300,waxing legs,129,0
k400/uZyZTplG4eo_000077_000087.mp4,250,playing bass guitar,319,0
k400/xLWMLt2fDU8_000007_000017.mp4,300,dunking basketball,28,1
k400/s94sZnWO_pk_000003_000013.mp4,300,hurling (sport),22,1
k400/pkKonjhm6Dw_000666_000676.mp4,250,dunking basketball,28,1
k400/wUQduZ3i-VM_000275_000285.mp4,300,finger snapping,54,1
k400/I4RIyZDsltM_000005_000015.mp4,300,wrapping present,300,1
k400/YsEiyNMj688_000094_000104.mp4,300,whistling,267,1
k400/u_Q8DgwVSmA_000631_000641.mp4,300,hugging baby,222,1
k400/nMWNCP1z8mc_000052_000062.mp4,300,whistling,267,1
k400/Bho0Y09F8Mc_000005_000015.mp4,300,playing bass guitar,319,0
k400/XI3ZtqVpiH8_000021_000031.mp4,191,parkour,299,1
k400/eQh37QR67zs_000007_000017.mp4,300,waxing legs,129,0
k400/NN-4H058oSU_000024_000034.mp4,300,cutting nails,219,0
k400/6i9EIqjzSes_000083_000093.mp4,300,sharpening pencil,371,0
k400/dE_S7auPz48_000102_000112.mp4,300,disc golfing,29,1
k400/p9CIcEEaSEk_000001_000011.mp4,300,juggling balls,262,0
k400/z3T07IFhvcY_000397_000407.mp4,300,golf driving,311,0
k400/0HbXYa4MGUU_000147_000157.mp4,300,playing bagpipes,290,0
k400/DQm0Fz7MUtM_000002_000012.mp4,300,playing bass guitar,319,0
k400/0d5TkclKWVA_000182_000192.mp4,300,walking the dog,46,1
k400/flojhQpCUWg_000057_000067.mp4,300,parkour,299,1
k400/3AEzQclPTKg_000033_000043.mp4,130,water skiing,123,0
k400/-c0gEPZVGPo_000003_000013.mp4,300,zumba,331,0
k400/n_-k8iaq0Mc_000004_000014.mp4,300,whistling,267,1
k400/pGnzgjtqsD4_000118_000128.mp4,300,throwing axe,155,1
k400/qBa2iSIrx-g_000103_000113.mp4,300,tossing salad,132,1
k400/FRH9izvA9Go_000065_000075.mp4,300,wrapping present,300,1
k400/DoOiOKwy1gk_000050_000060.mp4,300,water skiing,123,0
k400/YcY4rvr4Xl0_000017_000027.mp4,250,hurling (sport),22,1
k400/XdpOPyBQTIA_000086_000096.mp4,300,tossing salad,132,1
k400/yAlleHGM43U_000003_000013.mp4,240,zumba,331,0
k400/BhzWVe4IObw_000008_000018.mp4,300,tossing salad,132,1
k400/sufeABe_H1I_000170_000180.mp4,300,sharpening pencil,371,0
k400/GBKRR-_OvqM_000003_000013.mp4,171,waxing legs,129,0
k400/qt6B6r2eJyw_000019_000029.mp4,300,reading book,248,0
k400/gn97KDKen_U_000053_000063.mp4,250,golf driving,311,0
k400/w_9ORDH09XQ_000314_000324.mp4,300,disc golfing,29,1
k400/LWzHEXfysMg_000386_000396.mp4,300,whistling,267,1
k400/EraTWAIeZZ8_000012_000022.mp4,300,golf driving,311,0
k400/BdejysmsL-A_000004_000014.mp4,240,sharpening pencil,371,0
k400/uftReOMM9-A_000063_000073.mp4,300,dunking basketball,28,1
k400/FaU0onvHLLg_000033_000043.mp4,300,playing bagpipes,290,0
k400/XilAaJ_r4tA_000056_000066.mp4,300,golf driving,311,0
k400/6Z8zE4XEWro_000198_000208.mp4,300,disc golfing,29,1
k400/tVG1cCloXuM_000004_000014.mp4,300,juggling balls,262,0
k400/7yjYWI-zt2k_000012_000022.mp4,300,water skiing,123,0
k400/C6rMq3kjz1A_000023_000033.mp4,300,golf driving,311,0
k400/-514AQUrSow_000058_000068.mp4,300,petting animal (not cat),11,1
k400/okf5Lc5wQ9Q_000001_000011.mp4,300,juggling balls,262,0
k400/COjYi31B7G0_000018_000028.mp4,250,cutting nails,219,0
k400/L5Rb883eILs_000114_000124.mp4,150,playing bagpipes,290,0
k400/UHYI4lHaclI_000076_000086.mp4,150,sharpening pencil,371,0
k400/-jToBK-njO8_000095_000105.mp4,300,dunking basketball,28,1
k400/VQkePUpX3Mc_000048_000058.mp4,240,reading book,248,0
k400/-bVVs-_nntQ_000056_000066.mp4,300,walking the dog,46,1
k400/hKcSZfv9gms_000001_000011.mp4,299,reading book,248,0
k400/uATr0G0Encs_000006_000016.mp4,250,playing bass guitar,319,0
k400/baFMPNc_ZvE_000005_000015.mp4,300,parkour,299,1
k400/uc67mNBQRAg_000002_000012.mp4,300,hurling (sport),22,1
k400/OMpO8f22_vw_000042_000052.mp4,164,baby waking up,249,0
k400/7mP-lZ8P2_4_000058_000068.mp4,300,playing bass guitar,319,0
k400/W5sJXu657wY_000010_000020.mp4,300,wrapping present,300,1
k400/BMz8HNkM2sw_000578_000588.mp4,300,whistling,267,1
k400/Oqj1JUUGiA4_000023_000033.mp4,300,playing ukulele,37,0
k400/uxl6HFwuWEo_000358_000368.mp4,240,disc golfing,29,1
k400/Lanbgp72WxE_000679_000689.mp4,300,waxing back,295,1
k400/vL3jnCPyCww_000006_000016.mp4,250,tossing salad,132,1
k400/gS5t7iaBXSE_000003_000013.mp4,256,cutting nails,219,0
k400/ADWSdw8C3Og_000034_000044.mp4,300,wrapping present,300,1
k400/zmDrZGRmHXM_000018_000028.mp4,296,golf driving,311,0
k400/gDSpCuBbwgw_000125_000135.mp4,240,cutting nails,219,0
k400/Jj_50MJQQRU_000082_000092.mp4,300,waxing back,295,1
k400/-yv8c2CDbR8_000004_000014.mp4,190,waxing legs,129,0
k400/UZPlojt8zhE_000027_000037.mp4,294,playing bass guitar,319,0
k400/W1wNRzgnIV8_000106_000116.mp4,300,hugging baby,222,1
k400/5-y7AGHsIvM_000019_000029.mp4,300,wrapping present,300,1
k400/Exd8whYMwVU_000327_000337.mp4,240,tossing salad,132,1
k400/pU4PNhYuGsM_000001_000011.mp4,124,playing bass guitar,319,0
k400/Zsql_t9EQ8k_000004_000014.mp4,263,waxing legs,129,0
k400/ObcpdscmqYA_000080_000090.mp4,235,cutting nails,219,0
k400/etPWp1k5psA_000119_000129.mp4,300,sharpening pencil,371,0
k400/OzMhKch4Npo_000028_000038.mp4,250,juggling balls,262,0
k400/6TfE35Fh9N0_000023_000033.mp4,237,playing ukulele,37,0
k400/kxUqbDmod8c_000046_000056.mp4,300,water skiing,123,0
k400/BS2HHfEy04Q_000018_000028.mp4,250,disc golfing,29,1
k400/0OGDlNNH14Y_000019_000029.mp4,250,sharpening pencil,371,0
