video_path,num_frames,original_label,class_id,speed_label
SomethingV2/frames/196472,37,Throwing something onto a surface,155,1
SomethingV2/frames/45420,31,Poking something so it slightly moves,55,0
SomethingV2/frames/23116,55,Throwing something in the air and catching it,153,1
SomethingV2/frames/175711,51,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/10489,47,Something falling like a rock,135,1
SomethingV2/frames/168994,30,Throwing something,151,1
SomethingV2/frames/140111,47,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/82307,53,Touching (without moving) part of something,160,0
SomethingV2/frames/79502,51,Something falling like a feather or paper,134,0
SomethingV2/frames/62773,37,Something falling like a feather or paper,134,0
SomethingV2/frames/8217,29,Throwing something onto a surface,155,1
SomethingV2/frames/115362,61,Throwing something in the air and catching it,153,1
SomethingV2/frames/138434,27,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/17798,38,Throwing something in the air and catching it,153,1
SomethingV2/frames/152571,28,Touching (without moving) part of something,160,0
SomethingV2/frames/160599,63,Touching (without moving) part of something,160,0
SomethingV2/frames/127471,30,Something falling like a rock,135,1
SomethingV2/frames/14319,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/209715,32,Something falling like a rock,135,1
SomethingV2/frames/130122,32,Throwing something onto a surface,155,1
SomethingV2/frames/195931,33,Throwing something in the air and catching it,153,1
SomethingV2/frames/86713,50,Pushing something so that it slightly moves,100,0
SomethingV2/frames/95484,15,Pushing something so that it slightly moves,100,0
SomethingV2/frames/89172,31,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/169326,30,Something falling like a feather or paper,134,0
SomethingV2/frames/43951,48,Something falling like a rock,135,1
SomethingV2/frames/159936,41,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/85242,31,Holding something,16,0
SomethingV2/frames/70573,29,Poking something so it slightly moves,55,0
SomethingV2/frames/109870,32,Throwing something in the air and catching it,153,1
SomethingV2/frames/217461,46,Something falling like a rock,135,1
SomethingV2/frames/12971,36,Poking something so it slightly moves,55,0
SomethingV2/frames/209698,63,Throwing something,151,1
SomethingV2/frames/179778,51,Pushing something so that it slightly moves,100,0
SomethingV2/frames/62027,31,Holding something,16,0
SomethingV2/frames/66377,26,Something falling like a rock,135,1
SomethingV2/frames/67123,24,Throwing something,151,1
SomethingV2/frames/96003,42,Holding something,16,0
SomethingV2/frames/22038,49,Something falling like a rock,135,1
SomethingV2/frames/76305,46,Holding something,16,0
SomethingV2/frames/184309,61,Poking something so it slightly moves,55,0
SomethingV2/frames/83991,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/147824,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/203518,29,Throwing something,151,1
SomethingV2/frames/42547,69,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/53738,32,Throwing something,151,1
SomethingV2/frames/65797,29,Poking something so it slightly moves,55,0
SomethingV2/frames/35980,54,Poking something so it slightly moves,55,0
SomethingV2/frames/181795,34,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/109738,65,Spinning something so it continues spinning,139,1
SomethingV2/frames/92490,47,Pushing something so that it slightly moves,100,0
SomethingV2/frames/215799,57,Throwing something,151,1
SomethingV2/frames/17735,59,Touching (without moving) part of something,160,0
SomethingV2/frames/22990,43,Something falling like a rock,135,1
SomethingV2/frames/175612,39,Spinning something so it continues spinning,139,1
SomethingV2/frames/133893,47,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/28046,46,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/200801,50,Throwing something onto a surface,155,1
SomethingV2/frames/80157,56,Holding something,16,0
SomethingV2/frames/130547,23,Something falling like a rock,135,1
SomethingV2/frames/164206,40,Throwing something in the air and catching it,153,1
SomethingV2/frames/65804,34,Pushing something so that it slightly moves,100,0
SomethingV2/frames/31171,45,Throwing something,151,1
SomethingV2/frames/6094,58,Holding something,16,0
SomethingV2/frames/108655,29,Holding something,16,0
SomethingV2/frames/328,40,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/117108,67,Something falling like a rock,135,1
SomethingV2/frames/58259,45,Poking something so it slightly moves,55,0
SomethingV2/frames/126620,37,Something falling like a rock,135,1
SomethingV2/frames/154045,44,Poking something so it slightly moves,55,0
SomethingV2/frames/4007,61,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/158689,65,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/134010,47,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/151802,33,Throwing something,151,1
SomethingV2/frames/167113,33,Holding something,16,0
SomethingV2/frames/159744,30,Holding something,16,0
SomethingV2/frames/173803,59,Pushing something so that it slightly moves,100,0
SomethingV2/frames/6761,39,Something falling like a rock,135,1
SomethingV2/frames/98759,16,Touching (without moving) part of something,160,0
SomethingV2/frames/96196,53,Holding something,16,0
SomethingV2/frames/190351,24,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/66818,61,Throwing something in the air and catching it,153,1
SomethingV2/frames/54482,67,Throwing something against something,152,1
SomethingV2/frames/13356,26,Poking something so it slightly moves,55,0
SomethingV2/frames/37256,41,Throwing something against something,152,1
SomethingV2/frames/119143,48,Something falling like a feather or paper,134,0
SomethingV2/frames/55977,41,Something falling like a rock,135,1
SomethingV2/frames/162805,27,Throwing something,151,1
SomethingV2/frames/211518,27,Spinning something so it continues spinning,139,1
SomethingV2/frames/142415,64,Holding something,16,0
SomethingV2/frames/147933,67,Touching (without moving) part of something,160,0
SomethingV2/frames/218211,35,Throwing something onto a surface,155,1
SomethingV2/frames/29217,43,Touching (without moving) part of something,160,0
SomethingV2/frames/48199,50,Spinning something so it continues spinning,139,1
SomethingV2/frames/140324,22,Something falling like a rock,135,1
SomethingV2/frames/143048,43,Pushing something so that it slightly moves,100,0
SomethingV2/frames/57030,71,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/40980,40,Throwing something,151,1
SomethingV2/frames/205454,61,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/42037,45,Throwing something,151,1
SomethingV2/frames/9101,45,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/6165,54,Throwing something onto a surface,155,1
SomethingV2/frames/112977,43,Poking something so it slightly moves,55,0
SomethingV2/frames/42889,60,Touching (without moving) part of something,160,0
SomethingV2/frames/137403,47,Pushing something so that it slightly moves,100,0
SomethingV2/frames/29998,36,Touching (without moving) part of something,160,0
SomethingV2/frames/23153,32,Throwing something against something,152,1
SomethingV2/frames/89724,38,Touching (without moving) part of something,160,0
SomethingV2/frames/173159,22,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/19933,50,Poking something so it slightly moves,55,0
SomethingV2/frames/84142,45,Something falling like a feather or paper,134,0
SomethingV2/frames/81425,22,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/75138,31,Holding something,16,0
SomethingV2/frames/204153,54,Pushing something so that it slightly moves,100,0
SomethingV2/frames/93501,50,Pushing something so that it slightly moves,100,0
SomethingV2/frames/63321,49,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/66415,66,Pushing something so that it slightly moves,100,0
SomethingV2/frames/4217,37,Touching (without moving) part of something,160,0
SomethingV2/frames/6614,28,Something falling like a feather or paper,134,0
SomethingV2/frames/58211,17,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/15836,37,Touching (without moving) part of something,160,0
SomethingV2/frames/198926,27,Throwing something,151,1
SomethingV2/frames/60092,59,Throwing something in the air and catching it,153,1
SomethingV2/frames/122028,54,Spinning something so it continues spinning,139,1
SomethingV2/frames/161389,55,Pushing something so that it slightly moves,100,0
SomethingV2/frames/129429,42,Pushing something so that it slightly moves,100,0
SomethingV2/frames/115918,55,Pushing something so that it slightly moves,100,0
SomethingV2/frames/17309,37,Holding something,16,0
SomethingV2/frames/214471,23,Something falling like a feather or paper,134,0
SomethingV2/frames/179896,35,Poking something so it slightly moves,55,0
SomethingV2/frames/75750,51,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/213364,31,Something falling like a feather or paper,134,0
SomethingV2/frames/86924,53,Something falling like a feather or paper,134,0
SomethingV2/frames/161907,41,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/127910,26,Throwing something,151,1
SomethingV2/frames/121503,19,Throwing something in the air and catching it,153,1
SomethingV2/frames/15049,30,Pushing something so that it slightly moves,100,0
SomethingV2/frames/144473,14,Holding something,16,0
SomethingV2/frames/43633,45,Touching (without moving) part of something,160,0
SomethingV2/frames/201508,36,Poking something so it slightly moves,55,0
SomethingV2/frames/49420,30,Holding something,16,0
SomethingV2/frames/11783,38,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/208425,27,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/84388,28,Throwing something onto a surface,155,1
SomethingV2/frames/23286,38,Something falling like a rock,135,1
SomethingV2/frames/23125,35,Pushing something so that it slightly moves,100,0
SomethingV2/frames/61428,38,Pushing something so that it slightly moves,100,0
SomethingV2/frames/208637,37,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/46690,38,Poking something so it slightly moves,55,0
SomethingV2/frames/168132,52,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/71888,42,Throwing something onto a surface,155,1
SomethingV2/frames/55342,45,Poking something so it slightly moves,55,0
SomethingV2/frames/211362,63,Throwing something against something,152,1
SomethingV2/frames/42324,49,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/152669,42,Throwing something in the air and catching it,153,1
SomethingV2/frames/2745,39,Throwing something against something,152,1
SomethingV2/frames/198181,27,Touching (without moving) part of something,160,0
SomethingV2/frames/215243,53,Something falling like a feather or paper,134,0
SomethingV2/frames/25328,38,Throwing something against something,152,1
SomethingV2/frames/92888,20,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/124839,62,Pushing something so that it slightly moves,100,0
SomethingV2/frames/25754,36,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/32923,30,Poking something so it slightly moves,55,0
SomethingV2/frames/117973,47,Throwing something against something,152,1
SomethingV2/frames/192403,32,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/76472,35,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/119879,46,Touching (without moving) part of something,160,0
SomethingV2/frames/93428,33,Poking something so it slightly moves,55,0
SomethingV2/frames/94175,40,Throwing something,151,1
SomethingV2/frames/131684,35,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/131911,40,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/139009,24,Throwing something,151,1
SomethingV2/frames/177977,47,Something falling like a rock,135,1
SomethingV2/frames/174295,39,Spinning something so it continues spinning,139,1
SomethingV2/frames/169805,22,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/178342,30,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/123876,40,Holding something,16,0
SomethingV2/frames/116353,53,Something falling like a rock,135,1
SomethingV2/frames/116044,38,Pushing something so that it slightly moves,100,0
SomethingV2/frames/90907,27,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/75014,38,Throwing something,151,1
SomethingV2/frames/59794,27,Pushing something so that it slightly moves,100,0
SomethingV2/frames/119832,62,Throwing something against something,152,1
SomethingV2/frames/13720,32,Pushing something so that it slightly moves,100,0
SomethingV2/frames/160695,32,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/183931,32,Poking something so it slightly moves,55,0
SomethingV2/frames/655,40,Throwing something,151,1
SomethingV2/frames/177103,39,Throwing something in the air and catching it,153,1
SomethingV2/frames/108351,47,Holding something,16,0
SomethingV2/frames/218896,41,Throwing something onto a surface,155,1
SomethingV2/frames/38071,23,Something falling like a rock,135,1
SomethingV2/frames/84526,39,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/184740,61,Throwing something onto a surface,155,1
SomethingV2/frames/28369,39,Touching (without moving) part of something,160,0
SomethingV2/frames/190630,63,Throwing something,151,1
SomethingV2/frames/173508,32,Throwing something,151,1
SomethingV2/frames/154121,57,Touching (without moving) part of something,160,0
SomethingV2/frames/22031,46,Throwing something onto a surface,155,1
SomethingV2/frames/32779,39,Spinning something so it continues spinning,139,1
SomethingV2/frames/95119,44,Something falling like a rock,135,1
SomethingV2/frames/168354,41,Throwing something,151,1
SomethingV2/frames/168751,27,Throwing something,151,1
SomethingV2/frames/200803,67,Throwing something,151,1
SomethingV2/frames/61085,35,Pushing something so that it slightly moves,100,0
SomethingV2/frames/126120,35,Touching (without moving) part of something,160,0
SomethingV2/frames/5079,63,Poking something so it slightly moves,55,0
SomethingV2/frames/119478,30,Something falling like a feather or paper,134,0
SomethingV2/frames/24801,32,Touching (without moving) part of something,160,0
SomethingV2/frames/206491,16,Holding something,16,0
SomethingV2/frames/94602,49,Throwing something,151,1
SomethingV2/frames/158827,60,Spinning something so it continues spinning,139,1
SomethingV2/frames/214073,54,Something falling like a feather or paper,134,0
SomethingV2/frames/51350,28,Holding something,16,0
SomethingV2/frames/56664,54,Throwing something,151,1
SomethingV2/frames/128139,17,Holding something,16,0
SomethingV2/frames/96492,16,Something falling like a rock,135,1
SomethingV2/frames/181720,41,Something falling like a feather or paper,134,0
SomethingV2/frames/18328,63,Holding something,16,0
SomethingV2/frames/96338,32,Throwing something onto a surface,155,1
SomethingV2/frames/132705,41,Throwing something,151,1
SomethingV2/frames/214962,39,Poking something so it slightly moves,55,0
SomethingV2/frames/195797,32,Pushing something so that it slightly moves,100,0
SomethingV2/frames/98558,47,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/6721,29,Holding something,16,0
SomethingV2/frames/215235,42,Something falling like a feather or paper,134,0
SomethingV2/frames/193641,35,Spinning something so it continues spinning,139,1
SomethingV2/frames/53608,43,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/161568,42,Something falling like a rock,135,1
SomethingV2/frames/4517,49,Throwing something,151,1
SomethingV2/frames/59718,51,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/38448,61,Touching (without moving) part of something,160,0
SomethingV2/frames/182086,24,Throwing something in the air and catching it,153,1
SomethingV2/frames/3874,50,Something falling like a rock,135,1
SomethingV2/frames/171518,61,Holding something,16,0
SomethingV2/frames/23210,15,Holding something,16,0
SomethingV2/frames/125217,30,Spinning something so it continues spinning,139,1
SomethingV2/frames/175683,59,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/44914,34,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/144804,14,Pushing something so that it slightly moves,100,0
SomethingV2/frames/130379,44,Throwing something,151,1
SomethingV2/frames/153876,35,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/117348,44,Holding something,16,0
SomethingV2/frames/184900,44,Throwing something in the air and catching it,153,1
SomethingV2/frames/181625,23,Pushing something so that it slightly moves,100,0
SomethingV2/frames/178153,34,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/12050,37,Something falling like a rock,135,1
SomethingV2/frames/217972,24,Pushing something so that it slightly moves,100,0
SomethingV2/frames/108290,43,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/38137,56,Pushing something so that it slightly moves,100,0
SomethingV2/frames/17147,32,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/181035,41,Spinning something so it continues spinning,139,1
SomethingV2/frames/22611,42,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/171744,38,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/179115,28,Throwing something,151,1
SomethingV2/frames/59280,39,Throwing something,151,1
SomethingV2/frames/59254,45,Poking something so it slightly moves,55,0
SomethingV2/frames/217363,47,Touching (without moving) part of something,160,0
SomethingV2/frames/175830,52,Something falling like a feather or paper,134,0
SomethingV2/frames/4175,56,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/49274,40,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/190417,33,Something falling like a feather or paper,134,0
SomethingV2/frames/184471,35,Throwing something in the air and catching it,153,1
SomethingV2/frames/181953,25,Poking something so it slightly moves,55,0
SomethingV2/frames/215192,22,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/102440,50,Something falling like a feather or paper,134,0
SomethingV2/frames/101953,33,Throwing something,151,1
SomethingV2/frames/209122,55,Poking something so it slightly moves,55,0
SomethingV2/frames/99217,20,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/6946,35,Throwing something,151,1
SomethingV2/frames/194354,33,Throwing something against something,152,1
SomethingV2/frames/123300,54,Holding something,16,0
SomethingV2/frames/77229,50,Poking something so it slightly moves,55,0
SomethingV2/frames/56838,28,Pushing something so that it slightly moves,100,0
SomethingV2/frames/73629,45,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/91843,50,Holding something,16,0
SomethingV2/frames/124733,56,Touching (without moving) part of something,160,0
SomethingV2/frames/92276,27,Throwing something,151,1
SomethingV2/frames/161232,53,Throwing something onto a surface,155,1
SomethingV2/frames/24696,53,Something falling like a feather or paper,134,0
SomethingV2/frames/8622,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/160627,60,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/2404,40,Pushing something so that it slightly moves,100,0
SomethingV2/frames/82771,66,Spinning something so it continues spinning,139,1
SomethingV2/frames/149182,34,Poking something so it slightly moves,55,0
SomethingV2/frames/170765,24,Poking something so it slightly moves,55,0
SomethingV2/frames/205325,39,Poking something so it slightly moves,55,0
SomethingV2/frames/85412,63,Something falling like a rock,135,1
SomethingV2/frames/34263,32,Throwing something in the air and catching it,153,1
SomethingV2/frames/156720,35,Something falling like a rock,135,1
SomethingV2/frames/36909,38,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/99531,16,Pushing something so that it slightly moves,100,0
SomethingV2/frames/83359,27,Throwing something in the air and catching it,153,1
SomethingV2/frames/70994,31,Throwing something in the air and catching it,153,1
SomethingV2/frames/208952,63,Throwing something,151,1
SomethingV2/frames/157261,62,Throwing something,151,1
SomethingV2/frames/61824,28,Holding something,16,0
SomethingV2/frames/22671,59,Poking something so it slightly moves,55,0
SomethingV2/frames/85245,38,Something falling like a rock,135,1
SomethingV2/frames/111340,36,Throwing something,151,1
SomethingV2/frames/166681,54,Spinning something so it continues spinning,139,1
SomethingV2/frames/94297,26,Something falling like a rock,135,1
SomethingV2/frames/99906,34,Throwing something in the air and catching it,153,1
SomethingV2/frames/213583,54,Pushing something so that it slightly moves,100,0
SomethingV2/frames/158883,31,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/177987,36,Throwing something in the air and catching it,153,1
SomethingV2/frames/32195,24,Poking something so it slightly moves,55,0
SomethingV2/frames/104442,46,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/41961,31,Poking something so lightly that it doesn't or almost doesn't move,56,0
SomethingV2/frames/85626,55,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/148716,51,Throwing something,151,1
SomethingV2/frames/189500,44,Pushing something so that it slightly moves,100,0
SomethingV2/frames/195733,29,Something falling like a rock,135,1
SomethingV2/frames/133056,46,Holding something,16,0
SomethingV2/frames/28619,29,Poking something so it slightly moves,55,0
SomethingV2/frames/45028,35,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/207797,28,Throwing something,151,1
SomethingV2/frames/37050,55,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/22672,43,Spinning something that quickly stops spinning,140,0
SomethingV2/frames/185324,50,Throwing something against something,152,1
SomethingV2/frames/115731,30,Holding something,16,0
SomethingV2/frames/123143,41,Pushing something so that it slightly moves,100,0
SomethingV2/frames/42306,42,Pushing something so that it slightly moves,100,0
SomethingV2/frames/53645,37,Touching (without moving) part of something,160,0
SomethingV2/frames/163278,50,Spinning something so it continues spinning,139,1
SomethingV2/frames/6594,28,Poking something so it slightly moves,55,0
SomethingV2/frames/52382,68,Spinning something so it continues spinning,139,1
SomethingV2/frames/155148,36,Throwing something onto a surface,155,1
SomethingV2/frames/219468,33,Throwing something in the air and letting it fall,154,1
SomethingV2/frames/56077,31,Spinning something so it continues spinning,139,1
SomethingV2/frames/13426,47,Pushing something so that it slightly moves,100,0
